Place,Division Place,Division Entrants,Division,Age,Sex,State/Country,Time (seconds),Mile pace (seconds),From USA,Maine,Time (minutes)
4925,41,72,F6064,64,F,ME,4133.9,666,Yes,Maine,68.898
4926,355,426,F3539,37,F,ME,4135.4,666,Yes,Maine,68.923
4927,238,246,M2529,29,M,ME,4136.6,666,Yes,Maine,68.943
4928,89,142,F5559,55,F,ME,4136.9,666,Yes,Maine,68.948
4929,305,335,M3539,37,M,ME,4137,666,Yes,Maine,68.95
4930,142,174,F1519,15,F,ME,4137,666,Yes,Maine,68.95
4931,143,174,F1519,17,F,ME,4137.1,666,Yes,Maine,68.952
4932,306,333,M5054,51,M,ME,4137.4,666,Yes,Maine,68.957
4933,12,29,F6569,66,F,CT,4138.5,667,Yes,Away,68.975
4934,307,333,M5054,53,M,ME,4139.3,667,Yes,Maine,68.988
4935,312,394,F4044,40,F,ME,4139.9,667,Yes,Maine,68.998
4936,313,394,F4044,42,F,VA,4140.6,667,Yes,Away,69.01
4937,374,471,F3034,34,F,ME,4140.9,667,Yes,Maine,69.015
4938,199,237,F2024,21,F,ME,4141.2,667,Yes,Maine,69.02
4939,378,412,M4044,42,M,VA,4141.5,667,Yes,Away,69.025
4940,319,397,F2529,29,F,CO,4142.1,667,Yes,Away,69.035
4941,375,471,F3034,30,F,ME,4142.9,667,Yes,Maine,69.048
4942,320,397,F2529,29,F,KY,4143.4,667,Yes,Away,69.057
4943,308,333,M5054,52,M,ME,4144.4,667,Yes,Maine,69.073
4944,42,72,F6064,61,F,NH,4144.5,667,Yes,Away,69.075
4945,90,142,F5559,58,F,ME,4145.4,668,Yes,Maine,69.09
4946,178,186,M2024,20,M,ME,4145.5,668,Yes,Maine,69.092
4947,91,142,F5559,56,F,ME,4146.4,668,Yes,Maine,69.107
4948,314,394,F4044,43,F,ME,4146.4,668,Yes,Maine,69.107
4949,117,144,M6064,63,M,ME,4146.8,668,Yes,Maine,69.113
4950,208,235,M5559,58,M,ME,4147,668,Yes,Maine,69.117
4951,376,471,F3034,34,F,MA,4147.2,668,Yes,Away,69.12
4952,306,335,M3539,39,M,CT,4147.3,668,Yes,Away,69.122
4953,118,144,M6064,61,M,ME,4147.6,668,Yes,Maine,69.127
4954,379,412,M4044,41,M,ME,4147.7,668,Yes,Maine,69.128
4955,144,174,F1519,19,F,ME,4149.4,668,Yes,Maine,69.157
4956,309,333,M5054,52,M,ME,4149.7,668,Yes,Maine,69.162
4957,154,229,F5054,54,F,ME,4150.5,668,Yes,Maine,69.175
4958,145,174,F1519,19,F,ME,4151.7,669,Yes,Maine,69.195
4959,330,357,M4549,48,M,ME,4152.6,669,Yes,Maine,69.21
4960,377,471,F3034,34,F,FL,4152.7,669,Yes,Away,69.212
4961,378,471,F3034,32,F,NC,4153.2,669,Yes,Away,69.22
4962,356,426,F3539,38,F,ME,4153.9,669,Yes,Maine,69.232
4963,179,186,M2024,23,M,ME,4154.5,669,Yes,Maine,69.242
4964,357,426,F3539,35,F,ME,4154.6,669,Yes,Maine,69.243
4965,379,471,F3034,34,F,ME,4156.8,669,Yes,Maine,69.28
4966,209,235,M5559,59,M,ME,4157.1,670,Yes,Maine,69.285
4967,146,174,F1519,18,F,ME,4157.1,670,Yes,Maine,69.285
4968,321,397,F2529,26,F,ME,4157.4,670,Yes,Maine,69.29
4969,380,471,F3034,31,F,ME,4157.7,670,Yes,Maine,69.295
4970,381,471,F3034,31,F,ME,4158.3,670,Yes,Maine,69.305
4971,315,394,F4044,41,F,ME,4158.9,670,Yes,Maine,69.315
4972,16,23,M7074,70,M,ME,4159.2,670,Yes,Maine,69.32
4973,316,394,F4044,44,F,NH,4160.4,670,Yes,Away,69.34
4974,259,325,F4549,48,F,NH,4162.9,670,Yes,Away,69.382
4975,331,357,M4549,46,M,ME,4163.6,671,Yes,Maine,69.393
4976,322,397,F2529,25,F,ME,4163.7,671,Yes,Maine,69.395
4977,310,333,M5054,54,M,MA,4164.4,671,Yes,Away,69.407
4978,147,174,F1519,19,F,NH,4166,671,Yes,Away,69.433
4979,382,471,F3034,30,F,MA,4166.2,671,Yes,Away,69.437
4980,260,325,F4549,49,F,ME,4166.3,671,Yes,Maine,69.438
4981,200,237,F2024,24,F,ME,4166.8,671,Yes,Maine,69.447
4982,119,144,M6064,64,M,CT,4167.3,671,Yes,Away,69.455
4983,201,237,F2024,24,F,MA,4168.2,671,Yes,Away,69.47
4984,317,394,F4044,43,F,NH,4169.8,672,Yes,Away,69.497
4985,380,412,M4044,40,M,NH,4170.1,672,Yes,Away,69.502
4986,148,174,F1519,16,F,ME,4171.3,672,Yes,Maine,69.522
4987,381,412,M4044,43,M,ME,4173,672,Yes,Maine,69.55
4988,383,471,F3034,33,F,ME,4173.1,672,Yes,Maine,69.552
4989,323,397,F2529,29,F,CT,4173.6,672,Yes,Away,69.56
4990,210,235,M5559,59,M,ME,4173.6,672,Yes,Maine,69.56
4991,261,325,F4549,47,F,MA,4173.8,672,Yes,Away,69.563
4992,17,23,M7074,73,M,ME,4173.9,672,Yes,Maine,69.565
4993,155,229,F5054,50,F,ME,4174.9,672,Yes,Maine,69.582
4994,318,394,F4044,40,F,ME,4175,672,Yes,Maine,69.583
4995,43,72,F6064,64,F,ME,4175.6,672,Yes,Maine,69.593
4996,156,229,F5054,52,F,ME,4175.9,673,Yes,Maine,69.598
4997,157,229,F5054,54,F,ME,4176,673,Yes,Maine,69.6
4998,158,229,F5054,51,F,RI,4177.6,673,Yes,Away,69.627
4999,358,426,F3539,38,F,ME,4177.9,673,Yes,Maine,69.632
5000,311,333,M5054,54,M,MA,4178.8,673,Yes,Away,69.647
5001,384,471,F3034,32,F,KY,4178.9,673,Yes,Away,69.648
5002,6,13,M7579,77,M,FL,4179.1,673,Yes,Away,69.652
5003,307,335,M3539,36,M,NY,4179.5,673,Yes,Away,69.658
5004,319,394,F4044,43,F,ME,4179.9,673,Yes,Maine,69.665
5005,159,229,F5054,54,F,MA,4180.2,673,Yes,Away,69.67
5006,324,397,F2529,27,F,MD,4180.2,673,Yes,Away,69.67
5007,290,316,M3034,32,M,MD,4180.4,673,Yes,Away,69.673
5008,160,229,F5054,52,F,ME,4180.8,673,Yes,Maine,69.68
5009,18,23,M7074,73,M,ME,4180.9,673,Yes,Maine,69.682
5010,325,397,F2529,28,F,ME,4181.4,673,Yes,Maine,69.69
5011,320,394,F4044,40,F,ME,4181.5,673,Yes,Maine,69.692
5012,385,471,F3034,33,F,ME,4181.7,673,Yes,Maine,69.695
5013,211,235,M5559,59,M,MA,4182.1,674,Yes,Away,69.702
5014,291,316,M3034,30,M,ME,4182.1,674,Yes,Maine,69.702
5015,308,335,M3539,38,M,ME,4183.7,674,Yes,Maine,69.728
5016,359,426,F3539,38,F,ME,4184.1,674,Yes,Maine,69.735
5017,149,174,F1519,18,F,MA,4184.3,674,Yes,Away,69.738
5018,382,412,M4044,43,M,ME,4184.7,674,Yes,Maine,69.745
5019,150,174,F1519,17,F,ME,4188.8,675,Yes,Maine,69.813
5020,386,471,F3034,33,F,MA,4190.7,675,Yes,Away,69.845
5021,161,229,F5054,52,F,ME,4190.9,675,Yes,Maine,69.848
5022,387,471,F3034,30,F,ME,4193,675,Yes,Maine,69.883
5023,262,325,F4549,49,F,ME,4193.5,675,Yes,Maine,69.892
5024,388,471,F3034,33,F,NY,4195.8,676,Yes,Away,69.93
5025,92,142,F5559,59,F,ME,4196.4,676,Yes,Maine,69.94
5026,389,471,F3034,32,F,ME,4196.9,676,Yes,Maine,69.948
5027,263,325,F4549,46,F,MA,4196.9,676,Yes,Away,69.948
5028,321,394,F4044,41,F,ME,4197.2,676,Yes,Maine,69.953
5029,322,394,F4044,40,F,ME,4197.9,676,Yes,Maine,69.965
5030,390,471,F3034,30,F,ME,4198.7,676,Yes,Maine,69.978
5031,383,412,M4044,42,M,ME,4200.5,676,Yes,Maine,70.008
5032,309,335,M3539,37,M,MA,4201.2,677,Yes,Away,70.02
5033,360,426,F3539,38,F,VT,4202.9,677,Yes,Away,70.048
5034,384,412,M4044,40,M,ME,4203.1,677,Yes,Maine,70.052
5035,361,426,F3539,38,F,NY,4203.5,677,Yes,Away,70.058
5036,264,325,F4549,45,F,CANADA,4204.1,677,No,Away,70.068
5037,323,394,F4044,42,F,MA,4204.2,677,Yes,Away,70.07
5038,265,325,F4549,49,F,ME,4205,677,Yes,Maine,70.083
5039,326,397,F2529,27,F,VA,4205.3,677,Yes,Away,70.088
5040,212,235,M5559,57,M,VA,4205.3,677,Yes,Away,70.088
5041,266,325,F4549,45,F,ME,4205.4,677,Yes,Maine,70.09
5042,213,235,M5559,56,M,ME,4205.8,677,Yes,Maine,70.097
5043,362,426,F3539,37,F,ME,4206.6,677,Yes,Maine,70.11
5044,385,412,M4044,40,M,ME,4207.2,678,Yes,Maine,70.12
5045,214,235,M5559,58,M,ME,4208.9,678,Yes,Maine,70.148
5046,215,235,M5559,58,M,MD,4211.4,678,Yes,Away,70.19
5047,324,394,F4044,40,F,NH,4211.6,678,Yes,Away,70.193
5048,162,229,F5054,52,F,ME,4211.9,678,Yes,Maine,70.198
5049,93,142,F5559,59,F,ME,4212.9,678,Yes,Maine,70.215
5050,391,471,F3034,32,F,VT,4213.6,679,Yes,Away,70.227
5051,327,397,F2529,28,F,ME,4214.2,679,Yes,Maine,70.237
5052,325,394,F4044,40,F,ME,4214.6,679,Yes,Maine,70.243
5053,386,412,M4044,43,M,MA,4214.9,679,Yes,Away,70.248
5054,267,325,F4549,45,F,MA,4216.2,679,Yes,Away,70.27
5055,328,397,F2529,26,F,MA,4216.4,679,Yes,Away,70.273
5056,21,33,F0114,11,F,ME,4216.7,679,Yes,Maine,70.278
5057,329,397,F2529,27,F,ME,4217.5,679,Yes,Maine,70.292
5058,163,229,F5054,54,F,ME,4218.8,679,Yes,Maine,70.313
5059,292,316,M3034,34,M,RI,4218.8,679,Yes,Away,70.313
5060,94,142,F5559,58,F,ME,4219.9,680,Yes,Maine,70.332
5061,120,144,M6064,62,M,ME,4220.1,680,Yes,Maine,70.335
5062,44,72,F6064,60,F,ME,4220.1,680,Yes,Maine,70.335
5063,48,62,M6569,69,M,MA,4221.5,680,Yes,Away,70.358
5064,164,229,F5054,52,F,ME,4221.7,680,Yes,Maine,70.362
5065,293,316,M3034,34,M,ME,4221.8,680,Yes,Maine,70.363
5066,165,229,F5054,50,F,ME,4223.6,680,Yes,Maine,70.393
5067,166,229,F5054,50,F,ME,4224.3,680,Yes,Maine,70.405
5068,387,412,M4044,40,M,ME,4224.7,680,Yes,Maine,70.412
5069,326,394,F4044,40,F,ME,4224.7,680,Yes,Maine,70.412
5070,392,471,F3034,30,F,ME,4224.8,680,Yes,Maine,70.413
5071,393,471,F3034,30,F,ME,4225.4,681,Yes,Maine,70.423
5072,45,72,F6064,64,F,NY,4226,681,Yes,Away,70.433
5073,167,229,F5054,51,F,MA,4227.4,681,Yes,Away,70.457
5074,327,394,F4044,40,F,PA,4227.5,681,Yes,Away,70.458
5075,46,72,F6064,60,F,PA,4227.5,681,Yes,Away,70.458
5076,53,57,M0114,13,M,ME,4228,681,Yes,Maine,70.467
5077,168,229,F5054,54,F,IL,4228.2,681,Yes,Away,70.47
5078,330,397,F2529,27,F,ME,4228.3,681,Yes,Maine,70.472
5079,202,237,F2024,24,F,ME,4229.4,681,Yes,Maine,70.49
5080,49,62,M6569,65,M,ME,4230.3,681,Yes,Maine,70.505
5081,331,397,F2529,25,F,NY,4230.7,681,Yes,Away,70.512
5082,13,29,F6569,67,F,MA,4231,681,Yes,Away,70.517
5083,363,426,F3539,38,F,ME,4231.4,681,Yes,Maine,70.523
5084,216,235,M5559,58,M,ME,4233.9,682,Yes,Maine,70.565
5085,22,33,F0114,13,F,ME,4234.5,682,Yes,Maine,70.575
5086,203,237,F2024,21,F,ME,4234.6,682,Yes,Maine,70.577
5087,332,357,M4549,49,M,ME,4235.5,682,Yes,Maine,70.592
5088,332,397,F2529,25,F,CT,4237.3,682,Yes,Away,70.622
5089,268,325,F4549,45,F,ME,4237.4,682,Yes,Maine,70.623
5090,333,397,F2529,29,F,ME,4238.2,683,Yes,Maine,70.637
5091,328,394,F4044,43,F,ME,4238.9,683,Yes,Maine,70.648
5092,169,229,F5054,54,F,VT,4239.5,683,Yes,Away,70.658
5093,170,229,F5054,52,F,MA,4239.7,683,Yes,Away,70.662
5094,217,235,M5559,57,M,ME,4239.8,683,Yes,Maine,70.663
5095,394,471,F3034,33,F,ME,4240.4,683,Yes,Maine,70.673
5096,333,357,M4549,49,M,ME,4241.4,683,Yes,Maine,70.69
5097,47,72,F6064,63,F,ME,4242.3,683,Yes,Maine,70.705
5098,334,397,F2529,28,F,ME,4242.8,683,Yes,Maine,70.713
5099,312,333,M5054,51,M,ME,4242.9,683,Yes,Maine,70.715
5100,218,235,M5559,59,M,CA,4243.5,683,Yes,Away,70.725
5101,14,29,F6569,65,F,ME,4244.3,684,Yes,Maine,70.738
5102,335,397,F2529,27,F,ME,4244.7,684,Yes,Maine,70.745
5103,336,397,F2529,28,F,ME,4244.8,684,Yes,Maine,70.747
5104,395,471,F3034,30,F,ME,4245.8,684,Yes,Maine,70.763
5105,396,471,F3034,33,F,ME,4246.7,684,Yes,Maine,70.778
5106,204,237,F2024,20,F,PA,4248.3,684,Yes,Away,70.805
5107,388,412,M4044,41,M,ME,4249,684,Yes,Maine,70.817
5108,269,325,F4549,45,F,ME,4250.2,684,Yes,Maine,70.837
5109,397,471,F3034,31,F,MA,4253,685,Yes,Away,70.883
5110,398,471,F3034,31,F,MA,4254,685,Yes,Away,70.9
5111,337,397,F2529,26,F,ME,4256.2,685,Yes,Maine,70.937
5112,364,426,F3539,36,F,ME,4257.1,686,Yes,Maine,70.952
5113,48,72,F6064,60,F,MA,4257.2,686,Yes,Away,70.953
5114,121,144,M6064,63,M,ME,4258.2,686,Yes,Maine,70.97
5115,294,316,M3034,31,M,NY,4258.2,686,Yes,Away,70.97
5116,338,397,F2529,29,F,ME,4258.7,686,Yes,Maine,70.978
5117,339,397,F2529,26,F,NY,4258.7,686,Yes,Away,70.978
5118,329,394,F4044,41,F,ME,4259.1,686,Yes,Maine,70.985
5119,365,426,F3539,36,F,ME,4259.5,686,Yes,Maine,70.992
5120,295,316,M3034,33,M,ME,4260.7,686,Yes,Maine,71.012
5121,151,174,F1519,19,F,ME,4262,686,Yes,Maine,71.033
5122,5,14,F7074,71,F,VT,4262.9,687,Yes,Away,71.048
5123,180,186,M2024,21,M,ME,4263,687,Yes,Maine,71.05
5124,15,29,F6569,68,F,ME,4263.2,687,Yes,Maine,71.053
5125,296,316,M3034,34,M,MA,4264.8,687,Yes,Away,71.08
5126,95,142,F5559,58,F,ME,4264.8,687,Yes,Maine,71.08
5127,366,426,F3539,36,F,ME,4264.9,687,Yes,Maine,71.082
5128,399,471,F3034,32,F,ME,4266.2,687,Yes,Maine,71.103
5129,389,412,M4044,40,M,ME,4266.2,687,Yes,Maine,71.103
5130,330,394,F4044,43,F,ME,4266.5,687,Yes,Maine,71.108
5131,340,397,F2529,28,F,ME,4267,687,Yes,Maine,71.117
5132,49,72,F6064,63,F,ME,4267.1,687,Yes,Maine,71.118
5133,341,397,F2529,29,F,MA,4267.3,687,Yes,Away,71.122
5134,342,397,F2529,27,F,PA,4267.9,687,Yes,Away,71.132
5135,270,325,F4549,45,F,ME,4269,688,Yes,Maine,71.15
5136,331,394,F4044,43,F,MA,4270.4,688,Yes,Away,71.173
5137,343,397,F2529,29,F,CT,4271.9,688,Yes,Away,71.198
5138,367,426,F3539,39,F,ME,4274.3,688,Yes,Maine,71.238
5139,171,229,F5054,51,F,ME,4274.5,688,Yes,Maine,71.242
5140,271,325,F4549,47,F,IL,4274.9,688,Yes,Away,71.248
5141,205,237,F2024,24,F,NH,4277.2,689,Yes,Away,71.287
5142,272,325,F4549,48,F,ME,4277.3,689,Yes,Maine,71.288
5143,206,237,F2024,22,F,ME,4277.9,689,Yes,Maine,71.298
5144,96,142,F5559,59,F,ME,4278.4,689,Yes,Maine,71.307
5145,273,325,F4549,49,F,ME,4279.1,689,Yes,Maine,71.318
5146,16,29,F6569,67,F,ME,4280.5,689,Yes,Maine,71.342
5147,368,426,F3539,38,F,NY,4281,689,Yes,Away,71.35
5148,297,316,M3034,34,M,ME,4284.5,690,Yes,Maine,71.408
5149,332,394,F4044,41,F,ME,4284.5,690,Yes,Maine,71.408
5150,334,357,M4549,47,M,ME,4285.6,690,Yes,Maine,71.427
5151,172,229,F5054,52,F,ME,4285.6,690,Yes,Maine,71.427
5152,369,426,F3539,35,F,MA,4285.7,690,Yes,Away,71.428
5153,400,471,F3034,32,F,ME,4286.9,690,Yes,Maine,71.448
5154,298,316,M3034,33,M,ME,4287,690,Yes,Maine,71.45
5155,370,426,F3539,39,F,ME,4288,691,Yes,Maine,71.467
5156,333,394,F4044,44,F,ME,4288.2,691,Yes,Maine,71.47
5157,401,471,F3034,31,F,ME,4289.2,691,Yes,Maine,71.487
5158,371,426,F3539,37,F,ME,4290.9,691,Yes,Maine,71.515
5159,6,14,F7074,70,F,ME,4293.4,691,Yes,Maine,71.557
5160,344,397,F2529,29,F,ME,4294,692,Yes,Maine,71.567
5161,402,471,F3034,30,F,MA,4294.3,692,Yes,Away,71.572
5162,334,394,F4044,42,F,ME,4294.9,692,Yes,Maine,71.582
5163,97,142,F5559,56,F,ME,4295.1,692,Yes,Maine,71.585
5164,173,229,F5054,51,F,ME,4295.2,692,Yes,Maine,71.587
5165,335,394,F4044,40,F,IL,4295.6,692,Yes,Away,71.593
5166,336,394,F4044,40,F,MA,4295.9,692,Yes,Away,71.598
5167,274,325,F4549,45,F,ME,4296.2,692,Yes,Maine,71.603
5168,372,426,F3539,39,F,MA,4296.7,692,Yes,Away,71.612
5169,345,397,F2529,25,F,ME,4296.9,692,Yes,Maine,71.615
5170,335,357,M4549,48,M,ME,4297.4,692,Yes,Maine,71.623
5171,275,325,F4549,49,F,ME,4298.1,692,Yes,Maine,71.635
5172,219,235,M5559,57,M,MA,4298.4,692,Yes,Away,71.64
5173,98,142,F5559,58,F,MA,4298.5,692,Yes,Away,71.642
5174,152,174,F1519,16,F,ME,4299.4,692,Yes,Maine,71.657
5175,346,397,F2529,29,F,ME,4299.5,692,Yes,Maine,71.658
5176,50,72,F6064,62,F,ME,4299.7,692,Yes,Maine,71.662
5177,99,142,F5559,56,F,MA,4300.3,693,Yes,Away,71.672
5178,403,471,F3034,31,F,ME,4302.8,693,Yes,Maine,71.713
5179,122,144,M6064,63,M,PA,4303.9,693,Yes,Away,71.732
5180,373,426,F3539,35,F,NH,4304,693,Yes,Away,71.733
5181,123,144,M6064,60,M,ME,4304.7,693,Yes,Maine,71.745
5182,100,142,F5559,58,F,ME,4305.8,693,Yes,Maine,71.763
5183,1,4,M8099,80,M,NH,4308.9,694,Yes,Away,71.815
5184,404,471,F3034,32,F,ME,4308.9,694,Yes,Maine,71.815
5185,54,57,M0114,9,M,ME,4309,694,Yes,Maine,71.817
5186,276,325,F4549,48,F,ME,4309.2,694,Yes,Maine,71.82
5187,337,394,F4044,41,F,ME,4309.3,694,Yes,Maine,71.822
5188,310,335,M3539,39,M,ME,4311.3,694,Yes,Maine,71.855
5189,124,144,M6064,61,M,ME,4314.9,695,Yes,Maine,71.915
5190,174,229,F5054,51,F,ME,4315.4,695,Yes,Maine,71.923
5191,125,144,M6064,60,M,ME,4316.5,695,Yes,Maine,71.942
5192,311,335,M3539,36,M,ME,4318.6,695,Yes,Maine,71.977
5193,220,235,M5559,59,M,ME,4319.4,696,Yes,Maine,71.99
5194,175,229,F5054,53,F,ME,4320.5,696,Yes,Maine,72.008
5195,221,235,M5559,58,M,ME,4320.8,696,Yes,Maine,72.013
5196,176,229,F5054,51,F,ME,4321.7,696,Yes,Maine,72.028
5197,277,325,F4549,47,F,ME,4321.9,696,Yes,Maine,72.032
5198,101,142,F5559,57,F,ME,4323,696,Yes,Maine,72.05
5199,338,394,F4044,43,F,NY,4323.6,696,Yes,Away,72.06
5200,339,394,F4044,40,F,ME,4323.8,696,Yes,Maine,72.063
5201,374,426,F3539,38,F,VA,4324.9,697,Yes,Away,72.082
5202,299,316,M3034,31,M,ME,4325,697,Yes,Maine,72.083
5203,102,142,F5559,58,F,NJ,4325.1,697,Yes,Away,72.085
5204,336,357,M4549,47,M,PA,4325.6,697,Yes,Away,72.093
5205,390,412,M4044,43,M,ME,4325.8,697,Yes,Maine,72.097
5206,340,394,F4044,41,F,ME,4326,697,Yes,Maine,72.1
5207,405,471,F3034,34,F,ME,4328.3,697,Yes,Maine,72.138
5208,375,426,F3539,37,F,ME,4328.4,697,Yes,Maine,72.14
5209,313,333,M5054,51,M,ME,4329,697,Yes,Maine,72.15
5210,2,4,M8099,82,M,ME,4330.3,697,Yes,Maine,72.172
5211,278,325,F4549,47,F,ME,4331.5,698,Yes,Maine,72.192
5212,406,471,F3034,34,F,FL,4332.2,698,Yes,Away,72.203
5213,279,325,F4549,48,F,ME,4334.7,698,Yes,Maine,72.245
5214,103,142,F5559,59,F,ME,4335.9,698,Yes,Maine,72.265
5215,197,201,M1519,17,M,ME,4337.7,699,Yes,Maine,72.295
5216,337,357,M4549,46,M,VA,4338.2,699,Yes,Away,72.303
5217,300,316,M3034,31,M,ME,4338.4,699,Yes,Maine,72.307
5218,312,335,M3539,39,M,ME,4340,699,Yes,Maine,72.333
5219,314,333,M5054,50,M,ME,4340.1,699,Yes,Maine,72.335
5220,280,325,F4549,46,F,VA,4340.6,699,Yes,Away,72.343
5221,281,325,F4549,46,F,ME,4341,699,Yes,Maine,72.35
5222,177,229,F5054,50,F,PA,4341.2,699,Yes,Away,72.353
5223,153,174,F1519,18,F,ME,4342.9,699,Yes,Maine,72.382
5224,207,237,F2024,23,F,ME,4344.6,700,Yes,Maine,72.41
5225,282,325,F4549,47,F,ME,4346.7,700,Yes,Maine,72.445
5226,198,201,M1519,19,M,ME,4347,700,Yes,Maine,72.45
5227,341,394,F4044,40,F,VA,4347.2,700,Yes,Away,72.453
5228,376,426,F3539,39,F,ME,4347.8,700,Yes,Maine,72.463
5229,51,72,F6064,63,F,ME,4348.3,700,Yes,Maine,72.472
5230,283,325,F4549,47,F,ME,4350,701,Yes,Maine,72.5
5231,313,335,M3539,37,M,ME,4350.9,701,Yes,Maine,72.515
5232,301,316,M3034,33,M,CT,4353.1,701,Yes,Away,72.552
5233,407,471,F3034,33,F,CT,4353.2,701,Yes,Away,72.553
5234,377,426,F3539,39,F,ME,4356.5,702,Yes,Maine,72.608
5235,178,229,F5054,54,F,ME,4357,702,Yes,Maine,72.617
5236,315,333,M5054,54,M,ME,4357.4,702,Yes,Maine,72.623
5237,50,62,M6569,67,M,CANADA,4357.5,702,No,Away,72.625
5238,408,471,F3034,34,F,ME,4360.4,702,Yes,Maine,72.673
5239,409,471,F3034,30,F,ME,4361.6,702,Yes,Maine,72.693
5240,23,33,F0114,13,F,ME,4363.9,703,Yes,Maine,72.732
5241,51,62,M6569,67,M,ME,4365.3,703,Yes,Maine,72.755
5242,302,316,M3034,32,M,ME,4365.8,703,Yes,Maine,72.763
5243,199,201,M1519,15,M,ME,4366.2,703,Yes,Maine,72.77
5244,347,397,F2529,27,F,ME,4366.2,703,Yes,Maine,72.77
5245,348,397,F2529,26,F,ME,4367.3,703,Yes,Maine,72.788
5246,239,246,M2529,25,M,ME,4368.2,703,Yes,Maine,72.803
5247,342,394,F4044,42,F,ME,4369.2,704,Yes,Maine,72.82
5248,314,335,M3539,39,M,ME,4369.5,704,Yes,Maine,72.825
5249,378,426,F3539,39,F,ME,4370.3,704,Yes,Maine,72.838
5250,208,237,F2024,20,F,ME,4373.5,704,Yes,Maine,72.892
5251,181,186,M2024,23,M,ME,4373.9,704,Yes,Maine,72.898
5252,338,357,M4549,47,M,ME,4374.7,705,Yes,Maine,72.912
5253,222,235,M5559,57,M,ME,4377.1,705,Yes,Maine,72.952
5254,52,72,F6064,62,F,ME,4378.3,705,Yes,Maine,72.972
5255,154,174,F1519,18,F,ME,4379,705,Yes,Maine,72.983
5256,223,235,M5559,59,M,ME,4379.1,705,Yes,Maine,72.985
5257,410,471,F3034,31,F,ME,4379.3,705,Yes,Maine,72.988
5258,182,186,M2024,21,M,ME,4379.5,705,Yes,Maine,72.992
5259,104,142,F5559,58,F,ME,4380.5,705,Yes,Maine,73.008
5260,7,13,M7579,75,M,ME,4380.8,706,Yes,Maine,73.013
5261,179,229,F5054,54,F,ME,4381.1,706,Yes,Maine,73.018
5262,180,229,F5054,52,F,MA,4381.3,706,Yes,Away,73.022
5263,8,13,M7579,77,M,ME,4381.8,706,Yes,Maine,73.03
5264,181,229,F5054,52,F,ME,4382.2,706,Yes,Maine,73.037
5265,411,471,F3034,34,F,ME,4382.6,706,Yes,Maine,73.043
5266,339,357,M4549,46,M,ME,4384.7,706,Yes,Maine,73.078
5267,340,357,M4549,49,M,MA,4386.7,706,Yes,Away,73.112
5268,209,237,F2024,24,F,ME,4388.3,707,Yes,Maine,73.138
5269,105,142,F5559,55,F,ME,4388.8,707,Yes,Maine,73.147
5270,315,335,M3539,35,M,ME,4390,707,Yes,Maine,73.167
5271,341,357,M4549,47,M,ME,4390.6,707,Yes,Maine,73.177
5272,126,144,M6064,62,M,ME,4391.2,707,Yes,Maine,73.187
5273,379,426,F3539,35,F,NH,4391.3,707,Yes,Away,73.188
5274,343,394,F4044,43,F,ME,4391.4,707,Yes,Maine,73.19
5275,210,237,F2024,24,F,ME,4393.9,708,Yes,Maine,73.232
5276,349,397,F2529,25,F,NY,4394,708,Yes,Away,73.233
5277,412,471,F3034,33,F,ME,4394.2,708,Yes,Maine,73.237
5278,303,316,M3034,34,M,MA,4396.7,708,Yes,Away,73.278
5279,350,397,F2529,29,F,MA,4396.9,708,Yes,Away,73.282
5280,211,237,F2024,23,F,ME,4398.6,708,Yes,Maine,73.31
5281,391,412,M4044,40,M,ME,4401.2,709,Yes,Maine,73.353
5282,106,142,F5559,59,F,MA,4403,709,Yes,Away,73.383
5283,413,471,F3034,32,F,WA,4404,709,Yes,Away,73.4
5284,182,229,F5054,52,F,ME,4406.3,710,Yes,Maine,73.438
5285,212,237,F2024,24,F,NH,4407.7,710,Yes,Away,73.462
5286,316,333,M5054,54,M,ME,4407.8,710,Yes,Maine,73.463
5287,155,174,F1519,19,F,ME,4408.5,710,Yes,Maine,73.475
5288,392,412,M4044,42,M,ME,4409.6,710,Yes,Maine,73.493
5289,380,426,F3539,35,F,ME,4410.3,710,Yes,Maine,73.505
5290,107,142,F5559,55,F,ME,4412.8,711,Yes,Maine,73.547
5291,342,357,M4549,46,M,ME,4413.6,711,Yes,Maine,73.56
5292,414,471,F3034,31,F,ME,4414.7,711,Yes,Maine,73.578
5293,381,426,F3539,36,F,ME,4416.2,711,Yes,Maine,73.603
5294,224,235,M5559,59,M,VA,4417,711,Yes,Away,73.617
5295,382,426,F3539,38,F,FL,4417.1,711,Yes,Away,73.618
5296,284,325,F4549,47,F,ME,4418.2,712,Yes,Maine,73.637
5297,108,142,F5559,59,F,ME,4418.6,712,Yes,Maine,73.643
5298,415,471,F3034,34,F,ME,4422.4,712,Yes,Maine,73.707
5299,351,397,F2529,26,F,ME,4423.3,712,Yes,Maine,73.722
5300,183,229,F5054,54,F,ME,4423.7,712,Yes,Maine,73.728
5301,383,426,F3539,39,F,ME,4425,713,Yes,Maine,73.75
5302,304,316,M3034,30,M,MA,4426.3,713,Yes,Away,73.772
5303,416,471,F3034,34,F,ME,4426.4,713,Yes,Maine,73.773
5304,352,397,F2529,26,F,MA,4426.9,713,Yes,Away,73.782
5305,384,426,F3539,37,F,ME,4427.7,713,Yes,Maine,73.795
